POROSITY,0.29
WOC,4903
COMPRESS,8.7E-05
PERMXL1,225
PERMXL2,400
PERMXL3,400
PERMXL4,100
PERMXL5,100
PERMZL1,5
PERMZL2,5
PERMZL3,2
PERMZL4,2
PERMZL5,2
